Name,Likes,label,Comments,,,
,,bully,weekend ofzo? 3) I still hate twitter 4) I love Gerard he's writing umbrella academy but I still haven't read it yet -shame on me,,,
,,bully,I bet we are freezing more than you are. The North sucks. Ugh!,,,
,,bully,That sucks. I was actually a guest on there! My first time on the radio.,,,
,,bully,That sucks. Are you alright?,,,
,,bully,DAMN! I'll wait a month before I send mine for a critique! LOL,,,
,,bully,@EightysBaby man..... fuck the lakers,,,
,,bully,yeah  most people just think i'm a bitch cuz i got that screwy sarcastic sense of humor that tends to tick people off? my username?,,,
,,bully,"Dude. That ""Sleeps with Angels"" song can straight up have my ass bawling. I also love the song ""Hey Hey  My My"" and Harvest Moon",,,
,,bully,...i love my job and would hate to miss it...I'm depended upon and especially this week I'm needed for our toddlers parties,,,
,,bully,hahaha. once years ago when he was sleeping I applied some to his lips. I hate it when guys hve better lips 4 lipstick than me,,,
,,bully,all that I know of is the Revenge vinyl. u? and sorry for delayed answer  my internet sucks and trips out,,,
,,bully,The 40bully always sucks between Cobourg and Kingston. I'll be doing that joyous trek on Boxing Day to visit the relatives.,,,
,,bully,HAPPY FUCKING BDAY YOU OLD MAN!!!!!! &lt;3333333333 CELEBRATE TONIGHT WITH A TALL COLD ONE :) wooo!,,,
,,bully,HAHAHHAHAAHHAHAHA LULZ   @Mod_Alex  your STILL a cunt!!!!! hahahahahahahah lulz lulz lulz lulz lulz,,,
,,bully,UNNNGGGG if he used that fucking word i'm never saying Epic Fail ever again..ooo i'd like to give him a sock in th..NEVERMIND!!,,,
,,bully,hahaha honestly i fucking CRACK up on shit like that ppl need to srsly LIGHTEN up &lt;3333 ya,,,
,,bully,i hope theirs LOTS of cursing in that video... oh wait we cant fucking curse ANYMORE baaaaahhhhh DAM THEM,,,
,,bully,FUCK YOU!!!!! I'M DIVORCING UR FUCKING ASS!!!!! HMP!!!,,,
,,bully,paaaaaaaarrrtttyyyy!!!!!!!! wait no... fuck it.... move over I'M MOVING IN!!!! HAHA!,,,
,,bully,psshhh!! your on the WRONG side of SHUT THE FUCK UP!,,,
,,bully,that video made me angry & want to PUNCH Shirley Phelps Roeper IN THE FUCKING FACE!!!! MAN I HOPE THEY DIE! SUCH HATE! UNG,,,
,,bully,did he really???!!!! OH FUCK OK I TAKE BACK ON DAN MARINO IM SORRY!!!! OK I BLAME ROMO AGAIN! AND WHITTEN! i'm through with them!,,,
,,bully,i SENT it!!!!!!!! u'll prob get it in like a billion years since cingular SUCKS!!!!,,,
,,bully,guess who made a fucking surprise in my dreams last night you butthead!!! thanks to you Martha Stewert loves my dreams! baaah,,,
,,bully,Coat Rack Contest in the Fab Lab. I hate winter  but this would help channel emotions into something constructive.,,,
,,bully,Santa Cycle Rampage Ride starts at bully0:30 at the Fat Abbey Bier Cafe (Juneau and Water). Bring your best red and white costume.,,,
,,bully,Are you trying to say the saran wrap  bacon fat  and rubber bands I currently use don't count as REAL gloves?,,,
,,bully,nerd!,,,
,,bully,omfgshz. i hate lemonbars with a DEEP passion  too!,,,
,,bully,Hate to say  but John's dad was a major OB/GYN (Yeah  nightmare for me ) and he holds out that there are no flu positives:),,,
,,bully,damn! Putting my chocolate cake to shame.,,,
,,bully,LOL! Lullabot is my employer. A group of fun  nice people kicking major Drupal ass all over the world. :-),,,
,,bully,gay man,,,
,,bully,let me know if you want a co-pilot tonight to keep your ass awake!,,,
,,bully,Josh needs medication. Stat. Can i kick his ass for you now?,,,
,,bully,lets fucking go tonight... you know you want to! Or at least hang out. I fucking hate being alone sometimes too.,,,
,,bully,you are welcome to spend the night any time... but next time you steal the covers  I'm gonna cunt punt you. Not really. :),,,
,,bully,just to clarify-  not really to the cunt punting... but really to the you being welcome to come over anytime!,,,
,,bully,I will kick that pirate's ass if he got married again. Just sayin',,,
,,bully,"That it's that rare of a sentence is sorta depressing.  Especially in light of @mariannemancusi 's ""Loser Cam"" Xmas gift to me",,,
,,bully,i hope singing along- i'd hate to think i'm torturing poor little Pixel!,,,
,,bully,damn right it should be  horrible stuff YUK!,,,
,,bully,hate to tell you but it only gets worse  we're at bully440 in the UK and all my office wants to jump out the window!,,,
,,bully,so do i! especially rocket. I hate celery though,,,
,,bully,I saw that. what's his name! In so far as the fat bastard - what?!,,,
,,bully,Noooo  this is not caffeine. This is IT! Let's kick ass and then CELEBRATE! C'MON  girlie. We got it goin' ON!,,,
,,bully,Don't you hate that? I *always* recognize commercial voices and am all like  Gene Hackman? Lowe's? Really? OMG!,,,
,,bully,And by no one I assume you are including me...damn.,,,
,,bully,My sound is being persnickety so I can't catch up on the vlog until I reboot  which I'm too damn lazy to do now. But tomorrow...,,,
,,bully,I always thought of him as Hermy  the wannabe dentist.,,,
,,bully,Me  too. Now I'm dragging my mature ass off to BED! G'night hawt girlie! Woot!,,,
,,bully,fuck you  merten.,,,
,,bully,you should probably reattach your fucking ass for you have laughed it off.,,,
,,bully,That sucks - at least I have my iPod. Still  least I'm not alone! :D,,,
,,bully,Hot damn  champ right here! Had the old school TT shell helmet on for the whole trip. Backwards even! Huoooooooah!,,,
,,bully,Piss off. ;),,,
,,bully,"Have you seen Bitch magazine's article about twilight? about ""absitence porn"" http://is.gd/d2pt",,,
,,bully,thats what i am saying...they need to pay me.thats m*ttaf*cking free promotion. ungrateful ass people.,,,
,,bully,heh! ping me if you do come down to gay paris. We can interview eachother on the red carpet :),,,
,,bully,I'm with you man. Here I am on Twitter at 20 to 6 in the morn  damn.,,,
,,bully,Oh  hey  that's good! Makes much more sense than what I had floating around in my head. :) (bully00bully uses for goose fat...),,,
,,bully,Sony Vegas = fucking amazing! :D,,,
,,bully,stop stealing my schtick  whore!,,,
,,bully,Depends. Will you sit there and hate yourself? ;) Would you be able to do a half day?,,,
,,bully,You tell them to Fuck Off. They'll listen,,,
,,bully,I've noticed he can't spell much beyond NOM and BARK ... sucks for him there's only one K and two Bs in Scrabble.,,,
,,bully,Neat. Damn PS3. Maybe I can convince mom that dad's ps2 needs an upgrade for Xmas.,,,
,,bully,That doesn't sound nice at all. As somebody who was made redundant with one day to trade last year with Swatch  I know it sucks!,,,
,,bully,I dunno  did you offer me any of that fuck-ton of beer in your fridge on Saturday? NO,,,
,,bully,You're quite right. I withdraw my aggressive commenting. Fuck-ton should be more widely used.,,,
,,bully,basically we agreed that you/http://lofistl.com are awesome/bad ass. Not gonna lie  i brought you up! ;),,,
,,bully,I *thought* you'd be preparing! Best of luck - what a bad ass opportunity for you.,,,
,,bully,gav that just sucks! - u ok? i think the brakes would be best to stay on for now!!,,,
,,bully,I don't know about that... Drew's ass is pretty tiny.  :)  Knees work too... except Drew's knees don't work...,,,
,,bully,Uh... yeah.  Joe and I have been wondering what all the fuss was about.  Put your ass in it  make sure it's tight.. done.,,,
,,bully,ha ha loser :),,,
,,bully,I can share my gay boyfriend. He just left. Its bully in the morning. You totally coulda had him from 9 to bully! Ill keep first shift,,,
,,bully,i update from my phone a lot  you can add twitter as a contact. damn bsa is getting all high tech.,,,
,,bully,& @karkar  I hate Walmart anymore. I'm gonna have to start taking my own cart with spikes and barbed wire. Maybe flamethrowers.,,,
,,bully,I hate being behind those slow as plows. In a storm  it's nice to be on the plowed road  but I hate going that slow. Ugh.,,,
,,bully,or moonlight and dryness. Damn that 5am wakeup.,,,
,,bully,welcome to my world: you're sick  some people think you're funny  others hate you  nobody wants to suck your cock.,,,
,,bully,I'm jealous - I get all emo when I lack the season of all natures  sleep. :-),,,
,,bully,Wait if I shut down my phone company who's going  to sponsor you in the emo olympics?,,,
,,bully,there's gonna be a nerd party in utah on new years!,,,
,,bully,YOU? FAT? R U SERIOUS?!? Remind me to slap U when I c U Saturday  mkay?,,,
,,bully,Hey  at leat you got SOMETHING. Know what we get at work  as I found out 2day? NADDA! Bah hum bug! Damn scrooges!,,,
,,bully,damn  that was hard - my last attack: gnocchi! If you answer to this  you'll win,,,
,,bully,get out of my fucking brain!  I am not yours!,,,
,,bully,I hate trying to hear over loud music lol,,,
,,bully,do you get one if someone sticks their boot up your ass?,,,
,,bully,damn that is shady. Why would they put out a false report?,,,
,,bully,I do but it sucks at scrabble.,,,
,,bully,damn  won't be going to that.,,,
,,bully,This guy was that weird solid fat looking type with skinny legs. More funny than scary,,,
,,bully,here's how to teach you phone to say fuck properly. Don't tell your parents. http://snipurl.com/9iryv,,,
,,bully,wow r u serious? damn did that period of time skip over you? lol,,,
,,bully,damn! i knew if i had said nobu that auto-tune would already be hummin,,,
,,bully,ew u slut get on skype &lt;333333,,,
,,bully,Same with prospective clients.  I'm returning YOUR call  dumb ass.,,,
,,bully,dude no offence you're awesome but currently I think I hate you. :0),,,
,,bully,Figured tis the season to be fat. For a bit. And then start working properly on weight in the New Year-A is coming to gym with me!,,,
,,bully,You have no idea how damn tempting that is. I've already procrastinated by drawing roads and zebra crossings ;),,,
,,bully,whats the operating system on it? i have windows vista and vista sucks bad..it is full of bugs still. shuts down and freezing alot,,,
,,bully,wow that sucks! well i wish you luck with all that :) i am going to crash so have a good night ok and stay warm.its freezing here,,,
,,bully,you're gonna get fat!,,,
,,bully,LOL! not bad for a gangsta bitch...wo pretends to be classy...LOL! I love the holidays. My fav... 2nd to my Bday!,,,
,,bully,@lauriewrites OMG...Margeaux can reach this octave range that I swear makes me see red! and she knows it. grates my fucking nerves,,,
,,bully,you can fuck right off about that hoodie thieving comment,,,
,,bully,point taken. fuck.,,,
,,bully,grrr I hate that. I have an ex-friend who only gets in touch when they have something great to tell me about themselves... o_0,,,
,,bully,"Oh yeah. That would be a good one. I still think they could kick ass doing ""Got to Get You Into My Life.""",,,
,,bully,by a str8 terms technically no penetration means you still have ur vcard but in gay terms she isn't a virgin. sex is sex,,,
,,bully,whiterabbit8bully9 stFu u ass i care and thats all that matters!,,,
,,bully,y'all are so fucking classy. miss you!,,,
,,bully,"says ""ahaha thankss. my auntie kim always says it grassy ass=] she's amazing.""",,,
,,bully,but you know what i hate ? the comments that are anonymous that i can't figure out who they are.,,,
,,bully,Fuck yeah. I noticed that too.,,,
,,bully,Yep  it's blocking the absurd hate ur preparing to throw my way in 5....4...3.....2......bully,,,
,,bully,I don't think gay rights groups could force churches into gay marriage  just as churches can't force gays to become straight #tcot,,,
,,bully,"yeah apparently anytime you use the word ""hate"" on a tweet  your ass gets retweeted and subsequently followed.  Reminds me of &#9773;.",,,
,,bully,Bitch!  You weren't following me!,,,
,,bully,Hey  don't knock the Port+OJ until you've tried it.As cold remedies go  you're still sick but no longer give a damn. ;),,,
,,bully,Now THAT's an adventure that I will pass on. Oh damn  I do have to take a present back. NO!!,,,
,,bully,I don't use the touchpad(I hate them) I always use a USB mouse. We are a toshiba family.. we have four,,,
,,bully,Damn Jim idk what to say:/ Sorry man.,,,
,,bully,ahhh yur a slut for that stache!! damn gurl...tug it once for me too,,,
,,bully,Totally.  The ass end of my Jeep is not  but no life forms were impacted.,,,
,,bully,Bitch  I was doing laundry first. haha jk. Or am I?,,,
,,bully,Mind your own state politics. Joe Smith was a mammal before a prophet. Some mammals are gay and even heterosexuals have anal sex.,,,
,,bully,I'd like to get a signed copy of 'Running Like a Fat Bastard'. Pleez. Only this will complete my fitness lit collection.,,,
,,bully,Hopefully  I'll be able to get the damn things on- he's ferocious when cornered  hungry  or just feeling rascally...,,,
,,bully,The ole Cell Phone Yeller in the Elevator. That sucks.,,,
,,bully,I love them too. Though I have to say that Sylar is my favorite villian in the show. I love to hate him. Hehe.,,,
,,bully,Yeah! This blond gay guy came to audition. I almost fell out of my chair when I saw him. He looked identical to chris corner!,,,
,,bully,- and btw I hate the new Pepsi logo/can. Maybe cause I didn't get one in the mail...ha j/k,,,
,,bully,I nominate @benmack for a Shorty Award in #business because he is a bad ass who says it likes he means it.,,,
,,bully,just found the email buried in inbox - count me **IN** i've been on the receiving end of foodbanks growing up. it SUCKS BIGTIME,,,
,,bully,hate to rub it in but it says 70 on the thermometer here. May have to do my beach walk early today to aviod sprinkles.,,,
,,bully,did you see Mike Huckabee on Daily Show earlier this week? It got pretty intense with gay marriage topic.,,,
,,bully,Avocado is my FAVOURITE 'good fat'. Hahaha... I'm afraid I indulged 2day and had my avocado w homemade cheese nachos & black olives.,,,
,,bully,Mine  I seem to fuck it up all the time. I'm off ~30 bucks. I'll leave it that way for 2-3 months and finally put an entry (cont),,,
,,bully,Fuck you and your snow! Or  bring some of it down here? ;),,,
,,bully,"We've maybe had bully"" total here across 3-4 different ""snows"" My first time with snow tires ever and I can't have any damn fun!",,,
,,bully,man! and you're texting while driving? haha crazy! damn you're lucky. i wish my parents would let me go! 30% chance i'm going,,,
,,bully,aw that sucks!,,,
,,bully,oh that sucks! apply for targets/walmarts,,,
,,bully,haha i don't really like walmart that much either. hmm yeah that sucks :( hope you find one,,,
,,bully,Hey! Remember me? Lizzy from the David Cook forums. How've you been? (I'm guessing pretty damn awesome right now... =P),,,
,,bully,Reid I made it!  urghhh... I hate shopping. The trauma of it sent me hiding under the covers. Or maybe that was the cold.,,,
,,bully,Damn you for seeing the season premire over a month ago!!,,,
,,bully,You don't even know that half  trust me sallie mae is the one bitch I wish I could divorce right now,,,
,,bully,HATE.YOU.SO.MUCH.,,,
,,bully,I hate you.,,,
,,bully,Damn straight!,,,
,,bully,Hey thx!  I just hate to have Win XP crash anymore than necessary.  That is why I have been so conservative.  I'm gonna try Chrome.,,,
,,bully,I hate when it happens to people that are nice. They don't deserve embarassment of that sort.,,,
,,bully,ugh  you know ro fucking reminded me about red bull.  i told her when i wake up my bibingka's gonna be sore. )-: nightmares!!,,,
,,bully,omg is he like bully9? MUAHAHAHAHAAHAHAHAHAHAHAHAHAAHA you're such a fucking cradle snatcher  bb.,,,
,,bully,faka... update your twitter you fucking homo sapien.,,,
,,bully,we r so fucking on for real. I might leave after Josh  but i can't wait! &gt;_&lt;,,,
,,bully,"dropped off some old 3.5"" floppies. A System Disk and Mac Paint.  Retro Mac crap kicks ass! - Photo: http://bkite.com/02RHw",,,
,,bully,I mean you hate it but you bought it  doesn't that speak for itself,,,
,,bully,Could be some accounts getting removed after suspicious behavior.  Damn spammers...,,,
,,bully,Damn what the hell is the deal with the Drama Queens coming out of the woodwork lately?,,,
,,bully,There was a MAD ABOUT YOU/ DICK VAN DYKE crossover about a decade ago.  Carl Reiner reprised his role as Alan Brady.,,,
,,bully,wait until you have a final cut on your documentary before the sex change.  You don't want to fuck up continuity.,,,
,,bully,freak yeah  i do,,,
,,bully,Yea its got a heatsink bigger than a server lol. Its a great machine. I am loving it except for the leg is bent. DAMN COURIERS GRR,,,
,,bully,sure  I could use a lil snow here. The people would freak out here. LOL,,,
,,bully,im sad there's only bully5 more minutes left! i hate how it shows only once a week lol,,,
,,bully,dude.. I just think the twinke or whateva you call it... It damn cool.. LOL,,,
,,bully,SWEEET you've just become cooler in my book or as someone said earlier today.. kick ass... so 80's :),,,
,,bully,Amen.  Thrilled to see Brad Sucks on Rock Band 2. Congrats man  I hope you get some of those 80 MS Points. @bradsucks FTW!,,,
,,bully,happy for you  sucks for me!  this should have been SNOW!,,,
,,bully,immortal? invincible  privileged  all-powerful  above-da-law  I-am-da-law  da ends justify da means  I don't give a fuck I'm IT...,,,
,,bully,i hate how it never snows there... and you live IN CANADA! do you want some of ours? I hate snow.,,,
,,bully,i was afraid people would think i meant actual buckeyes! i hate peanut butter  but when its w/chocolate  its ok lol yummm,,,
,,bully,what the? how the? damn it,,,
,,bully,do you under stand how much i give a fuck?,,,
,,bully,you can take the girl out of the hood but you can't take the hood out of the girl. Detroit didn't make me a pussy that's forsure,,,
,,bully,im horny god damn porn fuck eon now I need real cock. where's ashley!,,,
,,bully,I would only fuck you if I was drunk... lulz.,,,
,,bully,bitch better share this vivid alt shit isnt doing anything for my vagina and its moistness. fuck.... EON I WANT TOSEECOPULATION,,,
,,bully,you cock juggling thundercunt!!!! I have the best childish insults ever.,,,
,,bully,Yes! All of those twitters were directed at Frank Miller and his horrible screen play! DAMN YOU FRANK MILLER ILL KEEL YOU!,,,
,,bully,ZOMGZ Fontfeed! I am such a Font Freak&#bully74;. I used to have 5000 fonts on my puter. The poor thing nearly choked to death on them.,,,
,,bully,..........I hate SUVs. They're a great big ugly road hazard as far as I'm concerned. And very few people really NEED them.,,,
,,bully,your first time? you'll soon be sick of the damn thing...,,,
,,bully,damn australians!,,,
,,bully,Oh  that sucks. Why I blew off my own appointment yesterday. I just couldn't face the wait.,,,
,,bully,At the C's before I hit the hay. Still hate Boston?,,,
,,bully,yeah it really sucks I need to manage my time better I guess or maybe I should party haha. Oh well. C'est la vie I guess.,,,
,,bully,slap a bitch? What you want to do is CHOKE A BITCH like Wayne Brady!,,,
,,bully,I got fuck all for Christmas babe. How about you?,,,
,,bully,--well...i had to pee...and my stupid ass lifted the seat with the same hand i was holdin the phone in...then...PLOOP!!!,,,
,,bully,damn straight! I say you  me and danie have an epic rap party over break since we'll all be off. Yes?,,,
,,bully,haha someone told me katie (?) was a bitch so I was like ehh. Death cab & JACKS MANNEQUIN FGHSDJ &lt;3 hehe,,,
,,bully,Your John Mayer = My Jacks Mannequin. Andrew McMahon is my LIFE SUPPORT. Not to sound emo or anything ahaha,,,
,,bully,LIKE BITCH WUSSUP! Ahahaha,,,
,,bully,I just needed an axcuse to share it.  I hate oatmeal  actually.,,,
,,bully,Damn woman you don't know your own strength.  LOL,,,
,,bully,I don't always agree with you... but I do this time! Slow the hell down and stop getting so emo about it.,,,
,,bully,no she didnt yet. maybe she does hate us now. *sad day*,,,
,,bully,lol... I have ass too..,,,
,,bully,he hasnt scored 82 but he's taken a team to the finals damn near by himself,,,
,,bully,that's what you fucking get for that fucking video!,,,
,,bully,ass.,,,
,,bully,That show sucks. It always scares you. And Boo Danny. He is a fail!,,,
,,bully,yes & i cant fucking wait!  I can hardly bring myself to review - i must but dont want to.,,,
,,bully,fuck no _ I'll be out there by myself.  That's my ALONE time. Meditate if you will. Me the pipe & the stars rflecting & thnkng,,,
,,bully,I couldn't agree more.  And if I didn't feel like such a loser I would say I win for understanding!,,,
,,bully,Damn those Mythbuster guys! Anyone who works or lives in Alameda must be crazy anyway!,,,
,,bully,lmao  i hate you. &lt;3,,,
,,bully,i hate you! i want to be in bed :(,,,
,,bully,i bitch slapped my cousin once.,,,
,,bully,.....I.Hate.Him. He's.... UGGG!,,,
,,bully,oh  i am fine. But she will not be if she doesn't shut her fat fucking mouth.,,,
,,bully,violent ass...,,,
,,bully,fuckery is always welcomed..only second to hate. Speaking of which...I haven't told you how much I hate you lately,,,
,,bully,a fat boy sweet talker?,,,
,,bully,Why do you kombat when I have to leave the computer!! DAMN YOU!!!,,,
,,bully,"I wanna get him a ring that means ""ur a great kid to fuck""",,,
,,bully,haven't the Palestinians suffered enough without having to deal with that fat fool......heh,,,
,,bully,AHHH I HATE THAT..,,,
,,bully,lol you'd go gay for Zac Efron,,,
,,bully,"""If they would have cremated that son bitch I'd be tale grabbing his ass right now""",,,
,,bully,So you are right... reciprocity is a bitch (Just not in the way that Lauren Hill meant it),,,
,,bully,Grammar nerd.,,,
,,bully,There's a dfference? Damn.,,,
,,bully,mark Ya! Dick head old man!,,,
,,bully,i hate people who update their fb status more than once a day unless absolutely necessary...tweets-thats what they're for!,,,
,,bully,damn.,,,
,,bully,So people are just ignoring me. :-( That sucks big time. LOL. Especially when I thought we were better than that. I see...I see..,,,
,,bully,Damn you to hell for getting my hopes up. I though you were talking about Daley.,,,
,,bully,LMAO. I was very confused. What a bitch she is.,,,
,,bully,I never said anything about lovin ya  dick cheese  just that I say your name alot  probable with fuck in there somewhere,,,
,,bully,not on your life  dick-tongue,,,
,,bully,crutches suck big time. i hate them lol. hope you get better soon! :P,,,
,,bully,esp. if someone is working for an employer supportive of gay rights  seems wrong for someone to then not show up to work.,,,
,,bully,regarding you and your tea obsession  you have become SO GAY  break out the Thermite man!!!!!  Shape up,,,
,,bully,the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!,,,
,,bully,:-)  My line in the sand: watching shows on my computer screen. HATE it. w/42 inch plasma & groovy sound  you can never go back.,,,
,,bully,what a fucking bitch.,,,
,,bully,As opposed to a non fucking fuck?,,,
,,bully,attention whore.,,,
,,bully,/emo damn you.,,,
,,bully,Dick Clark looked sloshed last night? I was thinking animatronic.,,,
,,bully,This bad gay works for a company that likes to write people up for sneezing.,,,
,,bully,Fat Tire. Steak Taquitos. RocketTransfer.com. AJ's on Court in DSM.,,,
,,bully,losing winter insulation is one of the horrific side effects of Biggest Loser that nobody warns you about. It's brutal!,,,
,,bully,"I hate ""Rag and Bone"" so much.",,,
,,bully,emo-hair+hip hop-fitted hat,,,
,,bully,I would not be proud of that. That just means you're a whore or a polygamist.,,,
,,bully,if he's upset with Brandyn's work area I'd hate to see wha he thinks of mine :P,,,
,,bully,Whoa. Marc Blucas' new hair is a fucking crime against humanity. The horror. From loveable goof to douchebag  instantly.,,,
,,bully,Unfortunately  I can't take credit for that blog-- I found it while surfing the 'net at 4am and laughed my ass off!,,,
,,bully,"P.S. ""Fuckitty fuck fuck"" is def. worse to say in a Holy Place. Especially if you're Catholic.",,,
,,bully,also let him know his Irish accent sucks in some of the podcasts,,,
,,bully,I hate .... you .... zzzzzzzz,,,
,,bully,Hey... Stop twitting and post a damn blog!,,,
,,bully,http://twitpic.com/qtt0 - O.O bingo is waaaaay to hard for me. hate it. i wanna fuck it..wait thats didnt come out right,,,
,,bully,xD! i know. hmm ....i wonder how it feels like to fuck bingo  hard .....hmmmm  i guss i'll never know D':,,,
,,bully,oh youuuu little bitch. Just keep your winter gloves away from your zipper and i'm sure you'll be fine.,,,
,,bully,not to sound amazingly  astoundingly gay (not that that's bad) but you sound like a man in desperate need of a few pillow shams,,,
,,bully,as much as i hate auto-DM's  i also check out links if they're music related.,,,
,,bully,I'm blocking you because you have no value. Go back to telemarketing  or some other loser marketing scheme.,,,
,,bully,If only Edward and Bella were slightly less emo :),,,
,,bully,@scanman and @asthepumpturns. Yeah  I am a mean mean person. Horribly judgemental towards one specific victim. Poor guy. Retard.,,,
,,bully,damn it.,,,
,,bully,NO. You're in BATH. You worked your ASS off for this. You're coming home to GREAT THINGS. Have FUN FUN FUN. NOW.,,,
,,bully,your mother's a bitch.,,,
,,bully,that sucks for your teacher. poor guy. isn't your class full of adults? do they act mature like adults are supposed to?,,,
,,bully,fuck yeah!!! That is so far above just not failing!!,,,
,,bully,FUCK.,,,
,,bully,fuck yeah!!,,,
,,bully,well  it is gay hippie stoner music,,,
,,bully,aw man that sucks!,,,
,,bully,Oh no! Everyone ok? Damn you rain! Ruining my BFFOT's day!!!,,,
,,bully,WHO CARES I HATE THEM! FTW! Knitting and crocheting before bed &lt;3,,,
,,bully,damn.,,,
,,bully,"*sigh* oh  Karrine. You said the phrase ""Sluts with Butts"" on a site called MomLogic.com. You fuck'n rule! :) LMAO",,,
,,bully,Rockets... damn. makes me wanna turn ne-yo's gay ass off my tv and just sit here.,,,
,,bully,wow that really sucks. LOL.,,,
,,bully,that sucks  I know he was looking forward to that hook up...,,,
,,bully,fuck yeah. swing by sometime (after the bully7th) and i'll take you to rocco's. yeah  think about that.,,,
,,bully,i hate her in every movie. she has one look. you know the look haha,,,
,,bully,"Read your post  ""Sincerity Sucks.""  Thank you! I feel less guilty for holding certain ""sincere"" people accountable for actions",,,
,,bully,Maybe they're looking for Carl!!!  That damn Carl.,,,
,,bully,Fat Baby drinkinggg and listening to Duffy's band,,,
,,bully,p.s. i hate you :),,,
,,bully,I should brush my bangs over my eyes and join you in emo grief.,,,
,,bully,It sucks :(,,,
,,bully,yeah I hate this bitch and I'm glad the chief killed that other dude!,,,
,,bully,@Heylinbully234 oooh shit i forgot what i was gonna tell y'all -_O UMMM oopsie...ugh i hate my short term memory,,,
,,bully,With the departure of the Sonics  I've adopted them as my squad. I still fuck w/ CP3 and the Hornets  but I gotta go Pacific NW.,,,
,,bully,Damn straight.,,,
,,bully,Have you seen his ugly ass? he IS the phantom. Women wouldnt sleep with him if he didn't woo us with melodies and faux-mance,,,
,,bully,DAMN HO  You sick as FUCK!!!,,,
,,bully,Jesus fucking h Christ!!!!,,,
,,bully,fuck you  change your name. Do you know who I am? (yeah  neither does my mom.),,,
,,bully,to be specific he didnt choke her (right?) he bit her on the back while banging her in the ass. (just to be clear)... :),,,
,,bully,still got that ass whooped haha.,,,
,,bully,go cowboys!!!! Yup I said it. Two tears in a bucket.. Fuck it lol,,,
,,bully,go fuck yourself.,,,
,,bully,cause i just need to get my mind away from all the bullshit out here..im bousta say fuck doin music...just promote others...,,,
,,bully,i mean damn don can you get back to ya own brother?!?!?,,,
,,bully,dick van dyke is way cooler too.,,,
,,bully,You kidding  I bloody hate anime  and I liked Bleach.,,,
,,bully,Not necessarily  while I do not agree with hitlers actions  he was a damn good general  and got germany out of a depression that,,,
,,bully,I'll love him in the biblical sense  just as soon as they chop his emo hair off.,,,
,,bully,u whore...,,,
,,bully,Quit the gay ex and you wouldt sleep so much,,,
,,bully,fuck you man  I'm a vegetarian today! That just makes it harder.,,,
,,bully,"HAHAHA. tom cruise ""I WILL FUCK YOU UP""",,,
,,bully,That album is the fucking shit.,,,
,,bully,yes? Yes? Fucking YES?,,,
,,bully,@folub i'm hammered and want you both at Hot Damn.,,,
,,bully,Y'know  it's very stereotyped emo.. I know plenty of older people who follow the trend / cult the whole way.,,,
,,bully,DION WHAT THE FUCK YOU SAYIN? LOL.,,,
,,bully,: Dude  you're gonna hate me! Here... more T-shirts for da T-shirt lovers : - http://snurl.com/8fhdw  : ),,,
,,bully,- damn you and your constant banoffee pie mentions!! Very tempting LOL,,,
,,bully,Fucking pallys. I learned to hate them playing Warcraft III. And fuck rogues too while we're at it.,,,
,,bully,Hell yeah! With their invisible sneaking nonsense. I almost want to play as one some time to fuck with people though.,,,
,,bully,"I was belting out songs from ""Fiddler On The Roof"" and ""Rocky Horror Picture Show"".  I might have been a gay  Jewish man?",,,
,,bully,"evilbeet  do u not feel that when u watch jon & kate plus 8 its fucking ""in ur face"" and purely advertisements?",,,
,,bully,jia..that is dead ass wrong,,,
,,bully,I should round house kick ur al qaeda lookin ass in the face with my flip flops!,,,
,,bully,ok! where is it then? send that bitch to me!! haha!,,,
,,bully,"I freakin hate that! For me it's ""Hi Rose"" Rose is my last name you idiot! LOL",,,
,,bully,your ass needs to be in NYC for that shit!,,,
,,bully,Please do...anything from you my sexy bitch!,,,
,,bully,so i said listen cunt.. i hope your year brings prosperity and happiness. and then i got my gun  and blew her brains out.,,,
,,bully,http://twitpic.com/t47m - Srsly  I hate it.,,,
,,bully,Turns out I hate shopping  too. Way too many sounds and smells. I just want to pee on everything.,,,
,,bully,Just had a big ass waffle breakfast and am catching up on games from 08,,,
,,bully,I DARE DAT ASS 2 SAY SUMTHAN ELSE STUPID U DA STUPID BITCH!,,,
,,bully,FUCK NO I AINT PARTYN LIK DAT JAYLA U STUPID,,,
,,bully,JAYLA U TOK DAT DA WRN WAY MEANIN U WEAR PANTIES ASS ITS NOTHN SEXULA SO DNT BE THANKN DAT,,,
,,bully,N HOW BOT BARBARA GOT ANGIE ASS GUH ME N TELA WAS LAUGHN 2 DAM HARD,,,
,,bully,Judge Chevere at the Daley Center..she's hispanic and a bad ass! Too bad i'd never want to go to law school..,,,
,,bully,you'll get through it and win in the end. FUCK THAT SHIT IN THE FACE (as ange sez)!,,,
,,bully,you're a bitch.,,,
,,bully,sucks to be you,,,
,,bully,I hate you so much.,,,
,,bully,and the beamer was underwhelming.  had all kinds of issues with the on-board computer.  nothing major. just enought to piss me off,,,
,,bully,He's an asshole. I'd fucking bean him  for love of the game. Not starring Kevin Costner.,,,
,,bully,Damn dude...,,,
,,bully,WOW YOUR A BAD ASS... HAHA,,,
